source,title,date,url,snippet
EconomyNext (Business),Sri Lanka’s Excello launches solar‑powered residential project,2026-07-18,https://economynext.com/sri-lankas-excello-launches-solar-powered-residential-project-278857/,"Rising eight storeys high, Aathavan by Excello comprises 44 units engineered in a range of versatile configurations July 18, 2026"
EconomyNext (Business),"Sri Lanka to recruit 30,000 teachers to fix shortages",2026-07-17,https://economynext.com/sri-lanka-to-recruit-30000-teachers-to-fix-shortages-278769/,"Around 180,000 qualified candidates sat for the competitive recruitment examination held in May. July 17, 2026"
EconomyNext (Economy),EXPLAINER - Sri Lanka’s forced labour import ban after U.S. tariff threats,2026-07-17,https://economynext.com/explainer-sri-lankas-forced-labour-import-ban-after-u-s-tariff-threats-278842/,"The U.S. has proposed 12.5% tariff on Sri Lanka's exports given they contained imported goods using forced labours July 17, 2026"
EconomyNext (Economy),"Sri Lanka must strengthen exports, productivity to sustain recovery: World Bank",2026-07-17,https://economynext.com/sri-lanka-must-strengthen-exports-productivity-to-sustain-recovery-world-bank-278798/,"Gevorg Sargsyan was speaking at the Exporters' Association of Sri Lanka Annual General Meeting July 17, 2026"
EconomyNext (Business),Sri Lanka plans 4 development projects in Kandy to ease traffic congestion,2026-07-17,https://economynext.com/sri-lanka-plans-4-development-projects-in-kandy-to-ease-traffic-congestion-278810/,"July 17, 2026"
EconomyNext (Economy),Sri Lanka exporters urge clear guidelines on forced labour import ban,2026-07-17,https://economynext.com/sri-lanka-exporters-urge-clear-guidelines-on-forced-labour-import-ban-278835/,"Exporters Association of Sri Lanka Calls for Clear Implementation Framework on New Forced Labour Import Regulations July 17, 2026"
EconomyNext (Economy),Sri Lanka manufacturing expands at slower pace in June 2026: PMI,2026-07-16,https://economynext.com/sri-lanka-manufacturing-expands-at-slower-pace-in-june-2026-pmi-278727/,"Broader global uncertainties still pose risks to the outlook, it added, mainly the challenging environment July 16, 2026"
EconomyNext (Economy),"Sri Lanka services expands in June 2026 driven by financial, professional services: PMI",2026-07-16,https://economynext.com/sri-lanka-services-expands-in-june-2026-driven-by-financial-professional-services-pmi-278734/,"“Growth was primarily driven by the financial and professional services sub-sectors, alongside notable gains in the in... July 16, 2026"
EconomyNext (Economy),Sri Lanka Customs achieves 65-pct of July revenue target in first 14 days,2026-07-15,https://economynext.com/sri-lanka-customs-achieves-65-pct-of-july-revenue-target-in-first-14-days-278667/,"Customs achieved 68.2 percent of this year’s target through July 14 July 15, 2026"
EconomyNext (Business),Sri Lanka’s NIBM launches Innovative Business Model Awards 2026,2026-07-15,https://economynext.com/sri-lankas-nibm-launches-innovative-business-model-awards-2026-278619/,"BIBMA 2026 is a platform to bring together more than 500 companies from across the country to share their knowledge July 15, 2026"
EconomyNext (Business),Sri Lanka chamber's BCCS 2026 to guide businesses on ESG reporting,2026-07-15,https://economynext.com/sri-lanka-chambers-bccs-2026-to-guide-businesses-on-esg-reporting-278628/,"Ceylon Chamber to host BCCS 2026 launch seminar on strengthening ESG reporting and strategy July 15, 2026"
EconomyNext (Business),Sri Lanka new national livestock policy counts on private sector,2026-07-15,https://economynext.com/sri-lanka-new-national-livestock-policy-counts-on-private-sector-278491/,"Will focus on private sector-led development and building market-oriented competitive production July 15, 2026"
EconomyNext (Business),Sri Lanka to establish biomass cinnamon processing centre in Ruhuna University,2026-07-14,https://economynext.com/sri-lanka-to-establish-biomass-cinnamon-processing-centre-in-ruhuna-university-278510/,"Joint venture between Ministry of Science and Technology, Industrial Technology Institute, Ruhuna Uni July 14, 2026"
EconomyNext (Economy),Rising fuel and food prices hitting households across Asia and the Pacific: ADB,2026-07-14,https://economynext.com/rising-fuel-and-food-prices-hitting-households-across-asia-and-the-pacific-adb-278475/,"ADB steps up crisis response support to help Asia and the Pacific manage energy, food price shocks and build resilience July 14, 2026"
EconomyNext (Business),Sri Lanka June 2026 tourism revenue records lowest in 32 months; down 10.9-pct y/y,2026-07-13,https://economynext.com/sri-lanka-june-2026-tourism-revenue-records-lowest-in-32-months-down-10-9-pct-y-y-278349/,"SLTDA changed the tourism data compilation method in May July 13, 2026"
EconomyNext (Business),"Sri Lanka private sector, Belarus envoy explore trade and tourism ties",2026-07-13,https://economynext.com/sri-lanka-private-sector-belarus-envoy-explore-trade-and-tourism-ties-278255/,"Discussions explored sectors that can complement each other, including machinery, agriculture and pharmaceuticals, July 13, 2026"
EconomyNext (Business),Sri Lanka chamber launches Scale Up 2.0 to boost SME growth,2026-07-13,https://economynext.com/sri-lanka-chamber-launches-scale-up-2-0-to-boost-sme-growth-278244/,"Ceylon Chamber of Commerce launches Scale Up 2.0 to support Sri Lanka’s SME ecosystem July 13, 2026"
EconomyNext (Economy),Sri Lanka worker remittances hit seven-month low in June 2026; still up 9.3-pct y/y,2026-07-13,https://economynext.com/sri-lanka-worker-remittances-hit-seven-month-low-in-june-2026-still-up-9-3-pct-y-y-278340/,"Remittances up 23.2 percent to US$4,604.8 million in the first six months of this year compared to 2025 July 13, 2026"
EconomyNext (Economy),Sri Lanka foreign reserves fall 6.2-pct in June 2026,2026-07-11,https://economynext.com/sri-lanka-foreign-reserves-fall-6-2-pct-in-june-2026-278189/,"Central Bank has bought over US$556mn foreign currency in the first half of this year July 11, 2026"
EconomyNext (Economy),Indian business delegation visits Sri Lanka to expand trade,2026-07-10,https://economynext.com/indian-business-delegation-visits-sri-lanka-to-expand-trade-278146/,"July 10, 2026"
EconomyNext (Business),"Dialog, National Chamber partner to digitise Sri Lanka exporters",2026-07-10,https://economynext.com/dialog-national-chamber-partner-to-digitise-sri-lanka-exporters-278113/,"Designed to meet evolving global market demands. July 10, 2026"
EconomyNext (Business),Sri Lanka to buy Yala paddy from Rs120kg starting July 13,2026-07-10,https://economynext.com/sri-lanka-to-buy-yala-paddy-from-rs120kg-starting-july-13-278079/,"State purchasing will start in the Ampara and Ruhuna regions, as well as parts of Mullaitivu and Trincomalee July 10, 2026"
EconomyNext (Economy),"ADB sees slower growth for Asia, the Pacific in 2026 amid global energy crisis",2026-07-10,https://economynext.com/adb-sees-slower-growth-for-asia-the-pacific-in-2026-amid-global-energy-crisis-278071/,"Prolonged disruptions to energy markets caused by the Middle East conflict have weighed more heavily on the region July 10, 2026"
EconomyNext (Economy),Sri Lanka enacts new national tariff policy to liberalize trade and boost exports,2026-07-09,https://economynext.com/sri-lanka-enacts-new-national-tariff-policy-to-liberalize-trade-and-boost-exports-277945/,"The tariff adjustments had already delivered in terms of government revenue, Deputy Minister told parliament July 9, 2026"
EconomyNext (Business),Sri Lanka to begin paddy buying on July 15 with Rs16bn state funding,2026-07-09,https://economynext.com/sri-lanka-to-begin-paddy-buying-on-july-15-with-rs16bn-state-funding-277949/,"Paddy Marketing Board ready to purchase paddy from 2026 Yala season from July 15: president's media July 9, 2026"
EconomyNext (Business),Ceylon Chamber launches free sale letters to back Sri Lanka pharma exports,2026-07-09,https://economynext.com/ceylon-chamber-launches-free-sale-letters-to-back-sri-lanka-pharma-exports-277996/,"Ceylon Chamber’s Commercial Document Registration div expands export support with pharmaceutical doc service July 9, 2026"
EconomyNext (Business),"Sri Lanka continues water project expansion with China, Japan backing",2026-07-08,https://economynext.com/sri-lanka-continues-water-project-expansion-with-china-japan-backing-277775/,"Kebithigollewa-Horowpothana Water Project which is supported by JICA and Thambuththegama Water Project funded by CDB July 8, 2026"
EconomyNext (Business),"Sri Lanka to expand vessel tracking to 1,500 fishing boats to curb mid-sea smuggling",2026-07-08,https://economynext.com/sri-lanka-to-expand-vessel-tracking-to-1500-fishing-boats-to-curb-mid-sea-smuggling-277631/,"Aligns with rules set by Indian Ocean Tuna Commission, which mandates monitoring for vessels in international waters July 8, 2026"
EconomyNext (Economy),"Sri Lanka to seek parliament nod for new scrap metal export, import rules",2026-07-08,https://economynext.com/sri-lanka-to-seek-parliament-nod-for-new-scrap-metal-export-import-rules-277638/,"Goods imported under the prepayment system must arrive in Sri Lanka within 180, 365, or 730 days of payment. July 8, 2026"
EconomyNext (Business),Clothespin’s US$540 mn Colombo Port City project expires unsigned,2026-07-08,https://economynext.com/clothespins-us540-mn-colombo-port-city-project-expires-unsigned-277831/,"July 8, 2026"
EconomyNext (Business),"Sri Lanka's Jaguar Land Rover agent, Access Motors wins top after‑sales award",2026-07-08,https://economynext.com/sri-lankas-jaguar-land-rover-agent-access-motors-wins-top-after-sales-award-277757/,"Sri Lanka's Jaguar Land Rover retailer recognized for excellence in aftersales service at national awards ceremony July 8, 2026"
EconomyNext (Economy),Foreigners buy US$3mn worth Sri Lanka bonds amid stabilizing rupee,2026-07-07,https://economynext.com/foreigners-buy-us3mn-worth-sri-lanka-bonds-amid-stabilizing-rupee-277574/,"Sri Lanka witnessed over US$14.5 billion inflow in the previous week July 7, 2026"
EconomyNext (Business),Sri Lanka to launch bus sector clustering pilot to curb route competition,2026-07-07,https://economynext.com/sri-lanka-to-launch-bus-sector-clustering-pilot-to-curb-route-competition-277553/,"The initiative will target bus routes 170, 177, and 190 July 7, 2026"
EconomyNext (Business),Dialog to power Prime Lands’ new apartment complex in Sri Lanka suburb,2026-07-07,https://economynext.com/dialog-to-power-prime-lands-new-apartment-complex-in-sri-lanka-suburb-277511/,"Dialog Enterprise powers connectivity at The Colombo Border by Prime Residencies July 7, 2026"
EconomyNext (Economy),IMF holds special talks with Sri Lankan officials on revenue reforms,2026-07-07,https://economynext.com/imf-holds-special-talks-with-sri-lankan-officials-on-revenue-reforms-277598/,"Sri Lanka's tax revenue has doubled in the last four years July 7, 2026"
EconomyNext (Economy),"Sri Lanka, Germany renew partnership to boost export market access for SMEs",2026-07-06,https://economynext.com/sri-lanka-germany-renew-partnership-to-boost-export-market-access-for-smes-277399/,"EDB and Import Promotion Desk (IPD), Germany sign MoU to strengthen export cooperation for Sri Lankan exporters July 6, 2026"
EconomyNext (Economy),Sri Lanka legislators briefed on new trends in human trafficking,2026-07-06,https://economynext.com/sri-lanka-legislators-briefed-on-new-trends-in-human-trafficking-277411/,"Emerging trends in human trafficking, particularly technology-based recruitment, deceptive migration practices, July 6, 2026"
EconomyNext (Economy),Sri Lanka launches ‘National Tax Week’ to boost state revenue,2026-07-06,https://economynext.com/sri-lanka-launches-national-tax-week-to-boost-state-revenue-277482/,"Govt has aimed record tax revenue goal this year July 6, 2026"
EconomyNext (Economy),Sri Lanka Central Bank buys US$70.5mn in June amid stabilizing rupee,2026-07-05,https://economynext.com/sri-lanka-central-bank-buys-us70-5mn-in-june-amid-stabilizing-rupee-277368/,"Central Bank has net bought US$556.4mn in first half of 2026 following a net purchase of US$2 billion in 2025 July 5, 2026"
EconomyNext (Business),Sri Lankan board members explore governance at Deloitte Saarthi Program,2026-07-04,https://economynext.com/sri-lankan-board-members-explore-governance-at-deloitte-saarthi-program-277276/,"Deloitte Sri Lanka brings board members together to discuss board governance in a rapidly evolving risk landscape July 4, 2026"
EconomyNext (Economy),"Sri Lanka Customs’ June revenue exceeds target by 22%, H1 by 29.5%",2026-07-03,https://economynext.com/sri-lanka-customs-june-revenue-exceeds-target-by-22-h1-by-29-5-277326/,"Sri Lanka has already achieved more than 62% of this year's target in six months July 3, 2026"
EconomyNext (Economy),Sri Lanka regains upper-middle-income status amid fragile recovery,2026-07-02,https://economynext.com/sri-lanka-regains-upper-middle-income-status-amid-fragile-recovery-277070/,"Reclassification comes after crisis and hard-fought recovery, but, as experienced in 2019, it does not make it permanent July 2, 2026"
